,Notes,UCD - ICD Chapter,UCD - ICD Chapter Code,Race,Race Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Year,Year Code,Deaths,Population
6222,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2001.0,2001.0,11.0,4172,Unreliable
6223,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2002.0,2002.0,10.0,4486,Unreliable
6224,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2005.0,2005.0,14.0,5567,Unreliable
6225,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2006.0,2006.0,16.0,5977,Unreliable
6226,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2008.0,2008.0,14.0,6763,Unreliable
6227,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2009.0,2009.0,11.0,7192,Unreliable
6228,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2010.0,2010.0,13.0,7550,Unreliable
6229,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2011.0,2011.0,17.0,8489,Unreliable
6230,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2012.0,2012.0,24.0,9318,257.6
6231,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2013.0,2013.0,25.0,10305,242.6
6232,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2014.0,2014.0,21.0,11089,189.4
6233,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2015.0,2015.0,22.0,12198,180.4
6234,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2016.0,2016.0,23.0,13049,176.3
6235,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2017.0,2017.0,14.0,14833,Unreliable
6236,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2000.0,2000.0,10.0,22875,Unreliable
6237,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2006.0,2006.0,10.0,33376,Unreliable
6238,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2013.0,2013.0,10.0,48097,Unreliable
6239,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2014.0,2014.0,13.0,52213,Unreliable
6240,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2015.0,2015.0,14.0,56546,Unreliable
6241,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2016.0,2016.0,14.0,58876,Unreliable
6242,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,65-74 years,65-74,2017.0,2017.0,18.0,63745,Unreliable
6243,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2000.0,2000.0,10.0,9435,Unreliable
6244,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2002.0,2002.0,15.0,10804,Unreliable
6245,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2003.0,2003.0,10.0,11617,Unreliable
6246,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2004.0,2004.0,12.0,12269,Unreliable
6247,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2007.0,2007.0,12.0,14625,Unreliable
6248,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2012.0,2012.0,11.0,20482,Unreliable
6249,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2013.0,2013.0,12.0,22062,Unreliable
6250,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2014.0,2014.0,16.0,23734,Unreliable
6251,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2015.0,2015.0,15.0,25538,Unreliable
6252,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2016.0,2016.0,20.0,26574,75.3
6253,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,75-84 years,75-84,2017.0,2017.0,12.0,28950,Unreliable
6254,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2004.0,2004.0,10.0,2978,Unreliable
6255,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2005.0,2005.0,12.0,3254,Unreliable
6256,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2011.0,2011.0,12.0,5079,Unreliable
6257,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2012.0,2012.0,14.0,5528,Unreliable
6258,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2013.0,2013.0,19.0,6181,Unreliable
6259,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2014.0,2014.0,16.0,6760,Unreliable
6260,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2015.0,2015.0,25.0,7464,334.9
6261,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2016.0,2016.0,18.0,8034,Unreliable
6262,Diseases of the genitourinary system,N00-N98,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2017.0,2017.0,22.0,9303,236.5
6263,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,25-34 years,25-34,2002.0,2002.0,11.0,273620,Unreliable
6264,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,35-44 years,35-44,2001.0,2001.0,12.0,303246,Unreliable
6265,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,35-44 years,35-44,2002.0,2002.0,10.0,302101,Unreliable
6266,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,35-44 years,35-44,2003.0,2003.0,12.0,300353,Unreliable
6267,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,35-44 years,35-44,2004.0,2004.0,12.0,296329,Unreliable
6268,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,35-44 years,35-44,2005.0,2005.0,17.0,291775,Unreliable
6269,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,35-44 years,35-44,2007.0,2007.0,10.0,279844,Unreliable
6270,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,35-44 years,35-44,2012.0,2012.0,10.0,254511,Unreliable
6271,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,1999.0,1999.0,21.0,219892,9.6
6272,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2000.0,2000.0,14.0,224544,Unreliable
6273,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2001.0,2001.0,30.0,233053,12.9
6274,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2002.0,2002.0,21.0,238262,8.8
6275,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2003.0,2003.0,23.0,243359,9.5
6276,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2004.0,2004.0,19.0,248317,Unreliable
6277,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2005.0,2005.0,11.0,252836,Unreliable
6278,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2006.0,2006.0,17.0,257601,Unreliable
6279,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2007.0,2007.0,21.0,261804,8.0
6280,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2008.0,2008.0,20.0,267318,7.5
6281,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2009.0,2009.0,11.0,273098,Unreliable
6282,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2010.0,2010.0,15.0,276561,Unreliable
6283,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2011.0,2011.0,22.0,277934,7.9
6284,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2012.0,2012.0,16.0,277308,Unreliable
6285,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2014.0,2014.0,14.0,276522,Unreliable
6286,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2015.0,2015.0,12.0,274112,Unreliable
6287,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2016.0,2016.0,15.0,269952,Unreliable
6288,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,45-54 years,45-54,2017.0,2017.0,18.0,266161,Unreliable
6289,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,1999.0,1999.0,32.0,152022,21.0
6290,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2000.0,2000.0,47.0,155195,30.3
6291,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2001.0,2001.0,48.0,158927,30.2
6292,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2002.0,2002.0,41.0,163961,25.0
6293,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2003.0,2003.0,39.0,168009,23.2
6294,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2004.0,2004.0,44.0,172724,25.5
6295,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2005.0,2005.0,22.0,177586,12.4
6296,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2006.0,2006.0,24.0,181797,13.2
6297,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2007.0,2007.0,34.0,185106,18.4
6298,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2008.0,2008.0,30.0,188532,15.9
6299,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2009.0,2009.0,22.0,193544,11.4
6300,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2010.0,2010.0,29.0,198843,14.6
6301,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2011.0,2011.0,35.0,207528,16.9
6302,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2012.0,2012.0,32.0,213550,15.0
6303,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2013.0,2013.0,36.0,218859,16.4
6304,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2014.0,2014.0,32.0,225352,14.2
6305,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2015.0,2015.0,29.0,231348,12.5
6306,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2016.0,2016.0,36.0,236124,15.2
6307,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,55-64 years,55-64,2017.0,2017.0,30.0,242248,12.4
6308,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,1999.0,1999.0,72.0,98886,72.8
6309,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2000.0,2000.0,70.0,100951,69.3
6310,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2001.0,2001.0,83.0,103088,80.5
6311,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2002.0,2002.0,55.0,105006,52.4
6312,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2003.0,2003.0,63.0,107220,58.8
6313,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2004.0,2004.0,62.0,108910,56.9
6314,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2005.0,2005.0,61.0,110617,55.1
6315,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2006.0,2006.0,50.0,111785,44.7
6316,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2007.0,2007.0,67.0,114104,58.7
6317,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2008.0,2008.0,48.0,117559,40.8
6318,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2009.0,2009.0,56.0,120840,46.3
6319,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2010.0,2010.0,43.0,122924,35.0
6320,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2011.0,2011.0,55.0,126305,43.5
6321,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2012.0,2012.0,51.0,130983,38.9
6322,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2013.0,2013.0,60.0,135277,44.4
6323,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2014.0,2014.0,76.0,140547,54.1
6324,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2015.0,2015.0,51.0,145462,35.1
6325,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2016.0,2016.0,54.0,149342,36.2
6326,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,65-74 years,65-74,2017.0,2017.0,57.0,155077,36.8
6327,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,1999.0,1999.0,84.0,56852,147.8
6328,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2000.0,2000.0,94.0,58516,160.6
6329,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2001.0,2001.0,85.0,61006,139.3
6330,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2002.0,2002.0,84.0,62742,133.9
6331,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2003.0,2003.0,101.0,64048,157.7
6332,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2004.0,2004.0,99.0,64986,152.3
6333,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2005.0,2005.0,90.0,65766,136.8
6334,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2006.0,2006.0,90.0,66043,136.3
6335,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2007.0,2007.0,84.0,66359,126.6
6336,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2008.0,2008.0,89.0,66363,134.1
6337,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2009.0,2009.0,85.0,66785,127.3
6338,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2010.0,2010.0,74.0,67710,109.3
6339,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2011.0,2011.0,83.0,69488,119.4
6340,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2012.0,2012.0,59.0,70623,83.5
6341,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2013.0,2013.0,70.0,73025,95.9
6342,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2014.0,2014.0,65.0,74991,86.7
6343,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2015.0,2015.0,69.0,77221,89.4
6344,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2016.0,2016.0,82.0,79502,103.1
6345,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,75-84 years,75-84,2017.0,2017.0,70.0,83964,83.4
6346,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,1999.0,1999.0,78.0,20424,381.9
6347,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2000.0,2000.0,85.0,21190,401.1
6348,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2001.0,2001.0,95.0,21596,439.9
6349,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2002.0,2002.0,87.0,21899,397.3
6350,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2003.0,2003.0,88.0,22461,391.8
6351,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2004.0,2004.0,88.0,22920,383.9
6352,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2005.0,2005.0,100.0,23930,417.9
6353,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2006.0,2006.0,109.0,24802,439.5
6354,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2007.0,2007.0,101.0,25882,390.2
6355,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2008.0,2008.0,101.0,26841,376.3
6356,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2009.0,2009.0,71.0,28103,252.6
6357,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2010.0,2010.0,88.0,28947,304.0
6358,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2011.0,2011.0,73.0,30165,242.0
6359,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2012.0,2012.0,82.0,31760,258.2
6360,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2013.0,2013.0,86.0,33134,259.6
6361,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2014.0,2014.0,93.0,34301,271.1
6362,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2015.0,2015.0,95.0,35178,270.1
6363,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2016.0,2016.0,63.0,36407,173.0
6364,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Female,F,85+ years,85+,2017.0,2017.0,75.0,38830,193.1
6365,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,35-44 years,35-44,1999.0,1999.0,11.0,247269,Unreliable
6366,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,35-44 years,35-44,2000.0,2000.0,11.0,249795,Unreliable
6367,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,35-44 years,35-44,2002.0,2002.0,14.0,250284,Unreliable
6368,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,35-44 years,35-44,2003.0,2003.0,11.0,248334,Unreliable
6369,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,35-44 years,35-44,2004.0,2004.0,12.0,244991,Unreliable
6370,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,35-44 years,35-44,2007.0,2007.0,13.0,230533,Unreliable
6371,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,35-44 years,35-44,2008.0,2008.0,10.0,225445,Unreliable
6372,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,35-44 years,35-44,2009.0,2009.0,10.0,219419,Unreliable
6373,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,1999.0,1999.0,30.0,172067,17.4
6374,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2000.0,2000.0,34.0,176676,19.2
6375,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2001.0,2001.0,23.0,185220,12.4
6376,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2002.0,2002.0,26.0,190625,13.6
6377,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2003.0,2003.0,17.0,196177,Unreliable
6378,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2004.0,2004.0,23.0,201153,11.4
6379,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2005.0,2005.0,24.0,206066,11.6
6380,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2006.0,2006.0,27.0,209952,12.9
6381,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2007.0,2007.0,20.0,214568,9.3
6382,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2008.0,2008.0,20.0,219525,9.1
6383,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2009.0,2009.0,17.0,224898,Unreliable
6384,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2010.0,2010.0,18.0,228013,Unreliable
6385,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2011.0,2011.0,18.0,229766,Unreliable
6386,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2012.0,2012.0,23.0,229244,10.0
6387,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2013.0,2013.0,18.0,229616,Unreliable
6388,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2014.0,2014.0,13.0,228916,Unreliable
6389,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2015.0,2015.0,16.0,227481,Unreliable
6390,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2016.0,2016.0,19.0,223723,Unreliable
6391,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,45-54 years,45-54,2017.0,2017.0,17.0,220425,Unreliable
6392,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,1999.0,1999.0,35.0,109354,32.0
6393,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2000.0,2000.0,43.0,111636,38.5
6394,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2001.0,2001.0,41.0,114056,35.9
6395,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2002.0,2002.0,44.0,117908,37.3
6396,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2003.0,2003.0,47.0,121448,38.7
6397,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2004.0,2004.0,44.0,125712,35.0
6398,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2005.0,2005.0,39.0,130078,30.0
6399,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2006.0,2006.0,43.0,134451,32.0
6400,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2007.0,2007.0,38.0,138167,27.5
6401,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2008.0,2008.0,45.0,142233,31.6
6402,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2009.0,2009.0,36.0,146520,24.6
6403,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2010.0,2010.0,33.0,151892,21.7
6404,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2011.0,2011.0,39.0,159546,24.4
6405,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2012.0,2012.0,48.0,164496,29.2
6406,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2013.0,2013.0,38.0,170420,22.3
6407,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2014.0,2014.0,43.0,176640,24.3
6408,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2015.0,2015.0,48.0,182454,26.3
6409,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2016.0,2016.0,43.0,186182,23.1
6410,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,55-64 years,55-64,2017.0,2017.0,37.0,191591,19.3
6411,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,1999.0,1999.0,63.0,64139,98.2
6412,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2000.0,2000.0,54.0,64798,83.3
6413,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2001.0,2001.0,56.0,66865,83.8
6414,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2002.0,2002.0,74.0,68788,107.6
6415,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2003.0,2003.0,45.0,70483,63.8
6416,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2004.0,2004.0,41.0,71881,57.0
6417,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2005.0,2005.0,38.0,73776,51.5
6418,Diseases of the genitourinary system,N00-N98,Black or African American,2054-5,Male,M,65-74 years,65-74,2006.0,2006.0,45.0,74629,60.3
